trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
569,False,"{'a': 1, 'e': 0.4309999999999995}",25,16,3.067815052055458,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 1, 'e': 0.4299999999999995}",30,15,16.31897767789095,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 1, 'e': 0.4289999999999995}",25,16,16.022293223130248,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 1, 'e': 0.4279999999999995}",30,0,20.72741585745586,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
573,False,"{'a': 1, 'e': 0.4269999999999995}",20,0,-28.66330645665866,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
574,False,"{'a': 1, 'e': 0.4259999999999995}",30,0,-29.885426283867172,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",0
575,False,"{'a': 1, 'e': 0.4249999999999995}",20,0,-16.610095776855598,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
576,False,"{'a': 1, 'e': 0.4239999999999995}",25,0,34.92359916352461,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
577,False,"{'a': 1, 'e': 0.4229999999999995}",25,0,-49.0799757221689,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
578,False,"{'a': 1, 'e': 0.4219999999999995}",30,0,-49.69990250268783,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
579,False,"{'a': 1, 'e': 0.4209999999999995}",20,2,-75.20190608453906,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
580,False,"{'a': 1, 'e': 0.4199999999999995}",25,16,4.304158472654657,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 1, 'e': 0.4189999999999995}",25,16,-64.39659647774238,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
582,False,"{'a': 1, 'e': 0.4179999999999995}",25,13,-22.928690058914725,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
583,False,"{'a': 1, 'e': 0.4169999999999995}",20,3,-25.925241752017946,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
584,False,"{'a': 1, 'e': 0.4159999999999995}",20,0,-54.68697120269892,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
585,False,"{'a': 1, 'e': 0.4149999999999995}",30,13,1.7570818238420527,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
586,False,"{'a': 1, 'e': 0.4139999999999995}",20,5,-77.8004662239036,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
587,False,"{'a': 1, 'e': 0.4129999999999995}",30,10,-44.107440855813444,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",1
588,False,"{'a': 1, 'e': 0.4119999999999995}",20,10,4.433415252431999,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 1, 'e': 0.4109999999999995}",25,6,-60.244296013188546,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
590,False,"{'a': 1, 'e': 0.4099999999999995}",25,19,10.249800767304956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 1, 'e': 0.4089999999999995}",20,0,25.992652938812572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
592,False,"{'a': 1, 'e': 0.4079999999999995}",20,0,-31.164519928448705,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
593,False,"{'a': 1, 'e': 0.4069999999999995}",20,0,-158.51125757145414,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
594,False,"{'a': 1, 'e': 0.4059999999999995}",25,0,-82.7580766139017,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
595,False,"{'a': 1, 'e': 0.40499999999999947}",25,16,-3.849022501386124,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 1, 'e': 0.40399999999999947}",30,21,4.790974713509919,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 1, 'e': 0.40299999999999947}",25,0,-18.35438840879251,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
598,False,"{'a': 1, 'e': 0.40199999999999947}",20,0,3.0842644095045864,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
599,False,"{'a': 1, 'e': 0.40099999999999947}",20,0,-44.64270958076246,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
600,False,"{'a': 1, 'e': 0.39999999999999947}",25,8,-28.76657133531736,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
601,False,"{'a': 1, 'e': 0.39899999999999947}",30,10,-61.462154413420436,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
602,False,"{'a': 1, 'e': 0.39799999999999947}",20,0,13.272986768937619,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
603,False,"{'a': 1, 'e': 0.39699999999999946}",25,9,-70.5857385110406,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
604,False,"{'a': 1, 'e': 0.39599999999999946}",20,0,-35.25508680810813,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
605,False,"{'a': 1, 'e': 0.39499999999999946}",20,0,-10.367492696274287,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
606,False,"{'a': 1, 'e': 0.39399999999999946}",25,6,-55.20708812244595,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 1}",1
607,False,"{'a': 1, 'e': 0.39299999999999946}",20,7,12.180080350150552,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 1, 'e': 0.39199999999999946}",20,0,-33.35563801430473,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
609,False,"{'a': 1, 'e': 0.39099999999999946}",30,20,7.772992039376486,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 1, 'e': 0.38999999999999946}",25,12,-2.5651946118426414,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
611,False,"{'a': 1, 'e': 0.38899999999999946}",25,11,-8.187502390058027,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 1, 'e': 0.38799999999999946}",25,0,-12.042439097412442,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
613,False,"{'a': 1, 'e': 0.38699999999999946}",25,0,-53.37102967073837,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
614,False,"{'a': 1, 'e': 0.38599999999999945}",35,3,17.30197151527429,"{0: 28, 1: 2, 2: 2, 3: 0, 4: 0}",1
615,False,"{'a': 1, 'e': 0.38499999999999945}",20,0,-31.90890288645405,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
616,False,"{'a': 1, 'e': 0.38399999999999945}",25,0,-33.98924926237249,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
617,False,"{'a': 1, 'e': 0.38299999999999945}",25,0,-18.705851031414785,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",1
618,False,"{'a': 1, 'e': 0.38199999999999945}",25,7,-32.723164972041516,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
619,False,"{'a': 1, 'e': 0.38099999999999945}",25,0,-14.3939670395989,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
620,False,"{'a': 1, 'e': 0.37999999999999945}",25,13,7.47131325986074,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 1, 'e': 0.37899999999999945}",20,9,-6.8024212416376315,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
622,False,"{'a': 1, 'e': 0.37799999999999945}",30,4,-6.841962541453972,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
623,False,"{'a': 1, 'e': 0.37699999999999945}",20,10,18.160992649988668,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 1, 'e': 0.37599999999999945}",20,8,23.48257635960843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 1, 'e': 0.37499999999999944}",20,0,-40.42821513480812,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
626,False,"{'a': 1, 'e': 0.37399999999999944}",25,0,-10.925961172109725,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
627,False,"{'a': 1, 'e': 0.37299999999999944}",20,0,-67.14935604616159,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
628,False,"{'a': 1, 'e': 0.37199999999999944}",30,5,-67.75934783484925,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",1
629,False,"{'a': 1, 'e': 0.37099999999999944}",20,14,1.6280360637191587,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 1, 'e': 0.36999999999999944}",25,1,-61.90807520414682,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 1}",1
631,False,"{'a': 1, 'e': 0.36899999999999944}",30,12,-10.874513484284423,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
632,False,"{'a': 1, 'e': 0.36799999999999944}",25,3,-105.2380987283364,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 2}",1
633,False,"{'a': 1, 'e': 0.36699999999999944}",20,3,-63.52575034869758,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 1}",1
634,False,"{'a': 1, 'e': 0.36599999999999944}",30,11,-63.02337900687996,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
635,False,"{'a': 1, 'e': 0.36499999999999944}",20,7,-5.350718135125349,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 1, 'e': 0.36399999999999944}",35,1,-58.38287922282846,"{0: 29, 1: 2, 2: 1, 3: 0, 4: 2}",1
637,False,"{'a': 1, 'e': 0.36299999999999943}",20,5,-10.927276891064334,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
638,False,"{'a': 1, 'e': 0.36199999999999943}",25,5,-16.105511523292165,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
639,False,"{'a': 1, 'e': 0.36099999999999943}",25,11,10.62782112818471,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 1, 'e': 0.35999999999999943}",30,0,-21.921385151267035,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
641,False,"{'a': 1, 'e': 0.35899999999999943}",25,0,23.84092989179658,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
642,False,"{'a': 1, 'e': 0.35799999999999943}",25,0,-15.685814961215785,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
643,False,"{'a': 1, 'e': 0.35699999999999943}",20,7,-13.745850877132515,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
644,False,"{'a': 1, 'e': 0.35599999999999943}",30,0,-35.207175306995644,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
645,False,"{'a': 1, 'e': 0.3549999999999994}",20,2,-60.879407428013614,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
646,False,"{'a': 1, 'e': 0.3539999999999994}",30,8,-23.392754144273304,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
647,False,"{'a': 1, 'e': 0.3529999999999994}",20,0,4.055337248490297,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
648,False,"{'a': 1, 'e': 0.3519999999999994}",20,13,7.822794658587844,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 1, 'e': 0.3509999999999994}",20,13,-10.949067596548957,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
650,False,"{'a': 1, 'e': 0.3499999999999994}",25,5,5.951282077352678,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
651,False,"{'a': 1, 'e': 0.3489999999999994}",30,9,12.566404136440182,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 1, 'e': 0.3479999999999994}",30,2,-63.3988077858469,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 1}",1
653,False,"{'a': 1, 'e': 0.3469999999999994}",25,0,-41.69087781536672,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
654,False,"{'a': 1, 'e': 0.3459999999999994}",30,0,-59.612347531083216,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
655,False,"{'a': 1, 'e': 0.3449999999999994}",25,13,-19.89062589479398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
656,False,"{'a': 1, 'e': 0.3439999999999994}",20,2,-3.206101310369964,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
657,False,"{'a': 1, 'e': 0.3429999999999994}",25,6,-13.363777365696173,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
658,False,"{'a': 1, 'e': 0.3419999999999994}",25,7,-6.338864552361681,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
659,False,"{'a': 1, 'e': 0.3409999999999994}",20,7,1.3306575741895301,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 1, 'e': 0.3399999999999994}",25,18,-0.17477312230011566,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 1, 'e': 0.3389999999999994}",25,5,-30.27905311874516,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
662,False,"{'a': 1, 'e': 0.3379999999999994}",20,0,-1.6640744668771035,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
663,False,"{'a': 1, 'e': 0.3369999999999994}",30,18,21.61754530478997,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 1, 'e': 0.3359999999999994}",30,10,-16.860813889919008,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
665,False,"{'a': 1, 'e': 0.3349999999999994}",20,13,8.823568222075213,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 1, 'e': 0.3339999999999994}",25,5,-10.399191450502384,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
667,False,"{'a': 1, 'e': 0.3329999999999994}",20,0,-64.99694917351431,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
668,False,"{'a': 1, 'e': 0.3319999999999994}",25,19,12.60038937762666,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 1, 'e': 0.3309999999999994}",20,2,21.073558548539445,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 1, 'e': 0.3299999999999994}",20,6,20.71652924848098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 1, 'e': 0.3289999999999994}",20,0,25.451537338658024,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
672,False,"{'a': 1, 'e': 0.3279999999999994}",25,5,-38.14783534133496,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
673,False,"{'a': 1, 'e': 0.3269999999999994}",25,8,-21.06014799327704,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
674,False,"{'a': 1, 'e': 0.3259999999999994}",20,6,14.732709472086201,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 1, 'e': 0.3249999999999994}",20,12,-28.953398226555123,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
676,False,"{'a': 1, 'e': 0.3239999999999994}",25,2,23.914677670587405,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 1, 'e': 0.3229999999999994}",25,0,-43.493323083569244,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
678,False,"{'a': 1, 'e': 0.3219999999999994}",30,15,-5.022236457884768,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 1, 'e': 0.3209999999999994}",20,6,-15.60124125053435,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
680,False,"{'a': 1, 'e': 0.3199999999999994}",20,0,-7.7608593381114,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
681,False,"{'a': 1, 'e': 0.3189999999999994}",25,16,17.27429050075193,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 1, 'e': 0.3179999999999994}",25,10,15.323986797430736,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 1, 'e': 0.3169999999999994}",25,0,-12.931175146339069,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
684,False,"{'a': 1, 'e': 0.3159999999999994}",20,13,14.778426926898025,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 1, 'e': 0.3149999999999994}",25,6,21.835060801906828,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 1, 'e': 0.3139999999999994}",30,16,-44.64562901003211,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
687,False,"{'a': 1, 'e': 0.3129999999999994}",20,11,16.941535315583554,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 1, 'e': 0.3119999999999994}",30,12,27.54179886198091,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 1, 'e': 0.3109999999999994}",30,23,-27.21801502141071,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
690,False,"{'a': 1, 'e': 0.3099999999999994}",25,12,12.726458916518155,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 1, 'e': 0.3089999999999994}",25,8,28.779250696504807,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 1, 'e': 0.3079999999999994}",30,2,15.002974625252213,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
693,False,"{'a': 1, 'e': 0.3069999999999994}",20,0,-6.8939882826504215,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
694,False,"{'a': 1, 'e': 0.3059999999999994}",20,0,-2.8434610488988232,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
695,False,"{'a': 1, 'e': 0.3049999999999994}",20,0,-78.06818058377536,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
696,False,"{'a': 1, 'e': 0.3039999999999994}",25,4,5.130551398590276,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
697,False,"{'a': 1, 'e': 0.3029999999999994}",25,15,19.87654528293707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 1, 'e': 0.3019999999999994}",20,0,-41.97747042687895,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
699,False,"{'a': 1, 'e': 0.3009999999999994}",20,15,10.719321021285191,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 1, 'e': 0.2999999999999994}",20,2,21.247273619106014,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 1, 'e': 0.2989999999999994}",25,0,36.62467663511154,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
702,False,"{'a': 1, 'e': 0.2979999999999994}",25,3,-19.898791147302386,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
703,False,"{'a': 1, 'e': 0.2969999999999994}",20,5,-34.02207310757026,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
704,False,"{'a': 1, 'e': 0.2959999999999994}",25,9,-36.57029714118554,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
705,False,"{'a': 1, 'e': 0.2949999999999994}",25,11,22.912758600783512,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 1, 'e': 0.2939999999999994}",20,10,17.557179402896704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 1, 'e': 0.29299999999999937}",25,7,4.3270893799733985,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
708,False,"{'a': 1, 'e': 0.29199999999999937}",20,0,-77.05926717100425,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
709,False,"{'a': 1, 'e': 0.29099999999999937}",30,18,-13.434870758320477,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
710,False,"{'a': 1, 'e': 0.28999999999999937}",20,12,3.818739016852718,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 1, 'e': 0.28899999999999937}",20,6,-1.108102245592057,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
712,False,"{'a': 1, 'e': 0.28799999999999937}",25,11,-24.92789986179208,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
713,False,"{'a': 1, 'e': 0.28699999999999937}",20,12,13.425967798283795,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 1, 'e': 0.28599999999999937}",35,26,17.028442412215906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 1, 'e': 0.28499999999999936}",20,8,-29.951977215342815,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
716,False,"{'a': 1, 'e': 0.28399999999999936}",20,0,9.06769483569583,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
717,False,"{'a': 1, 'e': 0.28299999999999936}",30,15,4.655469653983965,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
718,False,"{'a': 1, 'e': 0.28199999999999936}",20,6,21.101701522175915,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 1, 'e': 0.28099999999999936}",25,12,-12.913990849490514,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
720,False,"{'a': 1, 'e': 0.27999999999999936}",30,10,-52.326930236846074,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
721,False,"{'a': 1, 'e': 0.27899999999999936}",20,0,35.052885870393176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
722,False,"{'a': 1, 'e': 0.27799999999999936}",30,6,-27.827249675339132,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
723,False,"{'a': 1, 'e': 0.27699999999999936}",20,16,6.9586140775605765,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 1, 'e': 0.27599999999999936}",20,11,14.556205870715758,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 1, 'e': 0.27499999999999936}",20,7,4.71018312298018,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 1, 'e': 0.27399999999999936}",30,12,34.18764921488809,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 1, 'e': 0.27299999999999935}",20,4,-57.30200266150655,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
728,False,"{'a': 1, 'e': 0.27199999999999935}",25,17,4.098856379667019,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 1, 'e': 0.27099999999999935}",25,6,-27.877140265364066,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
730,False,"{'a': 1, 'e': 0.26999999999999935}",30,19,18.750405382917478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 1, 'e': 0.26899999999999935}",30,16,-30.944729778682387,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
732,False,"{'a': 1, 'e': 0.26799999999999935}",25,10,14.529655935513546,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 1, 'e': 0.26699999999999935}",25,12,-16.38524753699929,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
734,False,"{'a': 1, 'e': 0.26599999999999935}",25,12,2.080492117806431,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 1, 'e': 0.26499999999999935}",20,9,13.003100617959337,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 1, 'e': 0.26399999999999935}",30,1,-11.090132270223485,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 1}",1
737,False,"{'a': 1, 'e': 0.26299999999999935}",20,0,14.371218661500608,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
738,False,"{'a': 1, 'e': 0.26199999999999934}",30,7,-34.59041171235637,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
739,False,"{'a': 1, 'e': 0.26099999999999934}",30,20,9.72665342547467,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 1, 'e': 0.25999999999999934}",25,6,-13.388475624540483,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
741,False,"{'a': 1, 'e': 0.25899999999999934}",20,1,-27.761413956360602,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
742,False,"{'a': 1, 'e': 0.25799999999999934}",20,0,18.04756698983025,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
743,False,"{'a': 1, 'e': 0.25699999999999934}",30,6,-18.61201081737627,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
744,False,"{'a': 1, 'e': 0.25599999999999934}",20,3,28.58920164564105,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 1, 'e': 0.25499999999999934}",25,7,-30.218476883789222,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
746,False,"{'a': 1, 'e': 0.25399999999999934}",20,11,21.08399674111729,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 1, 'e': 0.25299999999999934}",20,16,6.599799335180601,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 1, 'e': 0.25199999999999934}",20,10,6.736359464207075,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 1, 'e': 0.25099999999999933}",20,10,18.82462729268493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 1, 'e': 0.24999999999999933}",20,3,26.797226921318096,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 1, 'e': 0.24899999999999933}",25,0,37.1998396469607,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
752,False,"{'a': 1, 'e': 0.24799999999999933}",25,4,1.511314149260422,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
753,False,"{'a': 1, 'e': 0.24699999999999933}",25,14,22.095191039710322,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 1, 'e': 0.24599999999999933}",30,12,20.372418011676306,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 1, 'e': 0.24499999999999933}",25,19,0.9015436399815921,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 1, 'e': 0.24399999999999933}",20,8,20.11037801797421,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 1, 'e': 0.24299999999999933}",30,16,-43.16000900450949,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
